id,text,date,label
1185430997409685504,"@ZulayRL @R_RuizDiaz @AlvaroAlvaradoC Es verdad. La mayoría de los migrantes vienen de países donde sus monedas son muy débiles frente al dólar, esto hace que ellos no puedan enfrentar los gastos de estadía en Panamá por 1 mes con 500 dólares. Solo en alojamiento en 1 semana se consumen los 500 y después?",2021-11-30,0
1190596291727749888,@NoticiasCaracol No más venezolano en Colombia. Y siempre llega lo más malo,2021-08-27,1
1189718504712392704,"@Guarequena respeto a los migrantes, pero de ahí a opinar ? chaito esto es de chilenos wachita! que patudez",2021-09-04,1
1087490679780052992,@crovanos Eso es verdad. Pero lo más triste es que el asesino es Colombiano y tenía viviendo 2 años en Venezuela antes de migrar a Ecuador.,2021-11-17,0
1221536947052650496,@GabyCuevas uuuuuyy ahors resulta que la migracion era tema de agenda del PAN,2021-11-06,0
1361840294086529024,@osimonch @franvgo Pregunten a migrantes que caminan desde Venezuela que les parece el neoliberalismo al lado del paraíso socialista??. Gracias a Dios le enseñan lo que genera bienestar y no lo otro que solo genera miseria y ricos pero políticos y no empresarios. Y esos si que no distribuyen nada.,2021-11-09,0
1284499055213780992,"@anasaizv @elconsejomx @elgmx @mariafescalante @PJCDMX ¡Saludos, @anasaizv, y gracias por el comentario! También agradezco la alianza y la coordinación que mantenemos a favor de la población migrante vs la #TrataDePersonas",2021-09-08,0
1198141939239063552,la palabra veneco es referencia a los hijos de colombianos nacidos en Venezuela,2021-09-04,0
1350474084736446464,"Pompeo se despidió de su cargo señalando que cuando millones de venezolanos emigraron masivamente, huyendo de la crisis humanitaria generada por la dictadura de Nicolás Maduro, EEUU brindó más de 1 mil millones de dólares en asistencia humanitaria.",2021-08-25,0
1134479194132377600,POLITRIVIA DE HOY (Migratoria)  Debemos reclamarle a:  a) Mr Trump por querer poner aranceles por tantos migrantes centroamericanos que quieren pasar su frontera  b) Don Ganso porque el primer día de su gobierno firmó el pacto para aceptar masivament migrantes centroamericanos,2021-11-08,1
1147591427099987968,"Aumentó en México 50 por ciento, deportación de migrantes  https://t.co/YrNQtH2V0c",2021-11-11,0
1159281616839219968,"@elespectador Presionar para que si Colombia se está llenando de inmigrantes del vecino país,no se ven resultados con esas medidas",2021-08-26,1
1294678380026232832,"@bkolbaser_ @marcoxlopes @hmcpedro En realidad se quedaron en la favela y pocos trabajaron atrás, precisamente porque se dificultó la contratación de ex esclavos y se facilitó la contratación de inmigrantes.",2021-10-14,0
1103807734787592192,"Ollé y no es mejor reclamarle al régimen xq es el el que tiene cerrado el paso en la frontera! Además la crisis médica es culpa también del régimen, no de Guaido",2021-11-18,0
1102315774809657216,"@ConElMazoDando NO ABRAN LA FRONTERA POR CIEN AÑOS. YA BASTA DE DIÁLOGO Y LUEGO TRAICIÓN DEL GOBIERNO COLOMBIANO, DE ESA GENTE SOLO SE ESPERA LA PUÑALADA CUANDO LES DAS LA ESPALDA. VENEZUELA DEBE HACERSE RESPETAR.  ¡¡¡ NADIE ENTRA , NADIE SALE  !!!",2021-09-05,1
1150086035210145792,"La migración. La migración hondureña hacia Estados Unidos de América ha existido desde muchos años, lo único que no se daba en csravanas, sino en transporte público. No desconocemos la realidad nacional, en lo que...  https://t.co/lTfIpFg17o",2021-07-16,0
1090105939196342400,#GuaidoCoñoETuMadre lo que si hay son pruebas de los niños inmigrantes secuestrados por el gobierno de #EEUU y hasta algunos muertos por la negligencia  dentro de esos campamentos donde los tienen,2021-11-17,0
1141727859486146560,Por la dignidad de las mujeres migrantes venezolanas  https://t.co/ckCAeI9W5Q,2021-11-20,0
1137677461725024384,"@SantaRemedios No se olvide de esto: Donald Trump dijo el viernes por la noche que EEUU y México alcanzaron un acuerdo sobre inmigración, y que los aranceles punitivos que amenazaba imponerle quedan ""suspendidos indefinidamente"" #AFP  https://t.co/oggjlgfZXO",2021-09-03,0
1238303564734365696,"Un balance de lo ocurrido hasta ahora luego de anunciar las restricciones para el ingreso de extranjeros y el control sobre compatriotas: Un completo desorden, las autoridades no saben qué hacer, unos ya están hacinados en Jiquilisco otros siguen en   Comalapa y las fronteras.",2021-10-06,0
1246456223484071936,"Bogotá es quien más aporta al Presupuesto Nacional y proporción al quien menos recibe y ahora el gobierno Duque no quiere que exijamos sus resposabilidades como sus obligaciones con las víctimas y los migrantes, no es discriminación.",2021-09-07,0
1207167220444540928,"@dw_espanol Cuantos refugiados tiene Colombia? creo que supero ese numero hace rato, me refiero al de los 7 millones",2021-11-16,0
1199736260908265472,"@Zulys220 @CyberSurferHDP @jguaido @FabiiRosales A mi no me consta, en Colombia dan de ese dinero a los venezolanos a través de ayudas.   He leído en @usembassyve",2021-11-26,0
1159900397403873280,@El_Exorcista_ Hay que ser muy saco wea pa poner anti e inmigrantes en el título de una marcha. Si no saben expresar ideas que se queden en su circo.,2021-11-24,0
1142043253598035968,"@ccjccj Los colombianos fueron a Venezuela a trabajar, nunca los veía en los parques pidiendo lismosna , ni migrando por las carreteras",2021-09-07,0
1176234744058720512,Hombre enamorado pide apoyo para traer al Perú al primo de su pareja venezolana  https://t.co/XfMOmfcazR,2021-11-23,0
1131678671666855936,@ELTIEMPO Y el petróleo de Venezuela es Colombiano. Solo que se rodó...,2021-11-07,0
1370733105947029504,@Liz_slyber y seguirá pasando en todos los países en donde lleguen venezolanos militantes del Chavismo disfrazados de inmigrantes y refugiados con la complicidad de los infiltrados en los poderes del estado de cada país  https://t.co/VkQC8yYDtY,2021-10-11,1
1186629104868741120,"Por si NO se acuerdan, los venezolanos de Maduro ya agotaron la capacidad de recibir inmigrantes en los países vecinos...",2021-11-28,1
1271123963612213248,"@lauralanata5 @LANACION Somos de latinoamérica, lamentablemente, el pais, donde el Estado es mas grande y la población mas dependiente. Habla de eso, desde la inmigracion, que nos enseño a trabajar, a los bolivianos, q hoy ponen una verdulería y cuando te queres acordar anda en 4 x 4.",2021-09-05,0
1264308655710785536,@StellaRICCI10 @lrangel25 Muchas gracias .venezolano en chile.saludos.,2021-08-16,0
1195460696630288384,@CamaraDiputados mientras migrantes reciben todos los beneficios del estado de chile los discapacitados los cagamos de hambre con 110.000 pesos de pencion basica solidaria esto es desigualdad y discriminacion arbitraria por parte de piñera al nombrar 20%,2021-11-26,1
1215139561938079488,@MartinVizcarraC  señor preocupese por la delincuencia extranjera venezolana cierre la frontera !!,2021-08-29,1
1131560045114797952,El nuevo Terminator es un inmigrante mexicano de los que odia Trump. #TerminatorDarkFate,2021-11-07,0
1141463359327543168,@SJMChile @ACNURamericas @OIMChile No en absoluto !!! Basta de migrantes  Pídanle a Bachelet que arregle el caos en Venezuela y regresen,2021-08-11,1
1201963858862247936,"@Esmee_Hv Está detenida en la frontera, ¿no te dijo? Por pasar inmigrantes.",2021-07-07,0
1195511644044120064,@rafavasrd Prohaitiano pero aboga por la dominicanizacion de la mano de obra y que se cumpla la ley de inmigracion?  Socio en que si sus empresas familiares no hacen negocios con el estado?  Nacio en RD y no tiene otra nacionalidad  Muy flojas las mentiras,2021-11-28,0
1313631391490486272,"@cuchotrains @sebaeyzaguirre7 Lamentablemente este Gobierno termino de entregar el País en bandeja . Estamos hasta el perno. Inmigración ilegal, delincuencia, narcotrafico, lumpen, etc etc , no hay control ni orden y cada día será peor .",2021-11-22,1
1175731481832022016,Te invitamos al Conversatorio con @amaya_coppens como parte de la gira de incidencia política a nivel europeo por parte de la @ArticulacionNic con apoyo de la comunidad nicaragüense migrante y exiliada en #Europa y grupos de solidaridad internacional con #Nicaragua. #SOSNicaragua  https://t.co/QYUcDkDvoV,2021-11-01,0
1218715114792157184,"Ante los cientos de migrantes en el puente que divide #México y #Guatemala, las autoridades mexicanas autorizaron el paso  Los migrantes se encontraban varados en el lugar, la mayoría hondureños, que buscan atravesar México con destino a #EEUU   https://t.co/opaoi6V780",2021-11-02,0
1085207702643580800,"@Unionradionet Estas caravanas de migrantes organizadas por la izquierda comunista, cuenta con la complixidad. Más de 500 hondureños inician nueva caravana hacia EEUU.",2021-11-17,0
1385318473228763136,"@Anddreluis @kawkkkkk exactamente KKKKKKKKKK, pero en general Brasil es muy receptivo hacia los inmigrantes, ¿verdad? hay lo que mejora, pero en general es bueno",2021-09-06,0
1234502088354385920,"@PuebloExigeRD @PresidenciaRD Me parece que la prevención al COVID-19 no está en cerrar la frontera, por que entonces, cómo se establecería el comercio entre ambos países?; pero si , tomando controles . Nosotros somos uno de los países más vulnerables a ese virus, por que recibimos “turistas” de muchas partes",2021-10-21,0
1102812722050273152,"Para que el pueblo vea. Eso sí es crisis,  tienen 8 días cerrada la frontera y están que colapsan, en cambio nosotros llevamos más de 5 años llevando palo y aquí estamos de pie, carajo",2021-11-18,0
1357474207844732928,"@fabiola_zavarce @jguaido Será vecchio entonces el único ""embajador"" de narnia becado.  Tú no has hecho nada. Han botado de sus empleos a migrantes venezolanos en Panamá sólo por su nacionalidad. Desamparados hasta en la salud, alquiler y pensar que la gran mayoría son opositores.",2021-10-20,0
1112164759569195008,@FeliBide @lopezobrador_ @realDonaldTrump El problema es que el mismo gobierno es el que organiza las caravanas de migrantes centro americanos,2021-11-06,0
1153455083113329920,"@JesusMartinMx estimado Don Jesús porque quieren tanto a los migrantes? No es posible que seamos candiles de la calle y oscuridad en nuestra casa. Nuestra economía no es fuerte como para soportarlos. Se necesita sellar esa frontera. Mientras nuestra gente no tenga trabajo, comida",2021-08-07,1
1160226523514843136,"@CfFeito @scr_78 Bueno, que tiene que haber controles, siempre. Pero eso no se puede cambiar por menos inmigración.  Hay que reducir drásticamente la inmigración. Ya no somos la Argentina de hace 100 años. Este país tiene demasiada pobreza y desempleo; no necesita que le manden más.",2021-11-12,1
1105829705482157952,"@mbachelet @LuisCarlos @ONU_derechos Señora .@mbachelet, hace meses cuando fue nombrada alta comisionada, le comenté que Venezuela es un País que ha recibido a cuánto inmigrante ha llegado a su Territorio, y que si usted tenía la intención de hacernos una visita, se preparará a ser lo más ""Equilibrada"" en relación",2021-10-04,1
1386008654780846080,@m_ebrard Deberías pelear por sacar a los niños migrantes de las jaulas en las que los metio su amigo TRUMP. ESO SI SERÍA TU TRABAJO,2021-09-05,0
1121798853085339648,"#MesaDeAnálisis    Los #Migrantes en la frontera sur siguen siendo víctimas de extorsión por parte del crimen organizado, pero también por parte de policías locales, esto es un punto que debe atender el gobierno”: Ana Lilia Perez (@AnaLilia_PerezM).  #RadioCentro977  https://t.co/DR5R9eKc7w",2021-11-06,0
